#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 11:06:45 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
116.614	483	116.640	569
116.665	483	116.691	572
116.715	483	116.741	576
116.767	483	116.792	579
116.817	484	116.842	582
116.868	484	116.894	584
116.918	485	116.944	588
116.969	486	116.995	589
117.019	486	117.045	590
117.071	486	117.096	590
117.121	487	117.146	590
117.172	488	117.198	589
117.222	488	117.248	588
117.273	488	117.299	585
117.324	488	117.349	582
117.375	489	117.400	579
117.425	489	117.451	576
117.476	488	117.502	573
117.526	488	117.552	570
117.578	487	117.603	569
117.628	487	117.653	565
117.679	486	117.705	565
117.729	486	117.755	564
117.780	485	117.806	563
117.830	485	117.856	564
117.882	484	117.907	565
117.932	483	117.957	567
117.983	483	118.009	569
118.033	483	118.059	571
118.084	483	118.110	574
118.135	483	118.160	577
118.186	484	118.211	580
118.236	484	118.262	582
118.287	485	118.313	584
118.337	485	118.363	587
118.389	486	118.414	588
118.439	486	118.464	589
118.490	487	118.516	589
118.540	488	118.566	588
118.591	488	118.617	587
118.642	488	118.667	585
118.693	489	118.718	583
118.743	489	118.768	581
118.794	489	118.820	577
118.844	489	118.870	575
118.895	488	118.921	572
118.946	488	118.971	570
118.997	487	119.022	568
119.047	487	119.073	566
119.098	485	119.124	565
119.148	485	119.174	564
119.200	484	119.225	565
119.250	483	119.275	565
119.301	483	119.327	567
119.351	483	119.377	569
119.402	483	119.428	571
119.453	483	119.478	574
119.504	483	119.529	577
119.554	484	119.579	579
119.605	484	119.631	581
119.655	485	119.681	584
119.706	485	119.732	585
119.757	486	119.782	586
119.808	486	119.833	587
119.859	487	119.884	588
119.909	488	119.935	588
119.960	488	119.985	586
120.011	489	120.036	585
120.062	489	120.086	583
120.112	490	120.138	581
120.163	489	120.188	579
120.213	489	120.239	575
120.265	488	120.289	573
120.315	488	120.340	571
120.366	487	120.390	569
120.416	487	120.442	567
120.467	486	120.492	566
120.517	485	120.543	566
120.569	485	120.593	566
120.619	484	120.644	566
120.670	483	120.695	567
120.720	483	120.746	569
120.771	483	120.796	570
120.822	483	120.847	573
120.873	483	120.897	575
120.923	484	120.949	578
120.974	484	120.999	580
121.024	485	121.050	583
121.076	485	121.100	584
121.126	486	121.151	585
121.177	486	121.202	586
121.227	487	121.253	586
121.278	488	121.303	586
121.328	489	121.354	586
121.380	489	121.404	584
121.430	489	121.455	583
121.481	489	121.506	581
121.531	489	121.557	578
121.582	489	121.607	576
121.633	488	121.658	574
121.684	488	121.708	572
121.734	487	121.760	570
121.785	487	121.810	569
121.835	487	121.861	567
121.887	484	121.911	567
121.937	484	121.962	567
121.988	484	122.013	567
122.038	483	122.064	568
122.089	484	122.114	569
122.139	484	122.165	570
122.191	483	122.215	573
122.241	484	122.266	574
122.292	483	122.317	576
122.342	484	122.368	579
122.393	484	122.418	581
122.444	485	122.469	583
122.495	485	122.519	583
122.545	486	122.571	585
122.596	487	122.621	585
122.646	487	122.672	585
122.698	488	122.722	585
122.748	489	122.773	583
122.799	489	122.824	583
122.849	489	122.875	581
122.900	489	122.926	579
122.950	489	122.976	577
123.002	489	123.027	575
123.052	488	123.077	573
123.103	488	123.129	572
123.153	487	123.179	570
123.204	486	123.230	569
123.255	485	123.280	568
123.306	485	123.331	568
123.356	484	123.382	568
123.407	484	123.433	569
123.457	484	123.483	569
123.509	483	123.534	571
123.559	483	123.584	572
123.610	483	123.636	574
123.660	484	123.686	576
123.711	484	123.737	578
123.762	484	123.787	579
123.813	485	123.838	581
123.863	486	123.888	583
123.914	486	123.940	583
123.964	487	123.990	584
124.015	487	124.041	584
124.066	487	124.091	584
124.117	489	124.142	584
124.167	489	124.193	582
124.218	488	124.244	581
124.268	489	124.294	579
124.320	488	124.345	577
124.370	488	124.395	575
124.421	488	124.447	574
124.471	488	124.497	573
124.522	487	124.548	572
124.573	486	124.598	570
124.624	486	124.649	570
124.674	484	124.699	569
124.725	485	124.751	569
124.775	484	124.801	569
124.826	484	124.852	570
124.877	483	124.902	571
124.928	483	124.953	572
124.978	484	125.004	574
125.029	484	125.055	576
125.079	484	125.105	577
125.131	485	125.156	578
125.181	485	125.206	580
125.232	485	125.258	581
125.282	486	125.308	582
125.333	487	125.359	583
125.384	488	125.409	583
125.435	488	125.460	583
125.485	488	125.510	582
125.536	488	125.562	582
125.586	489	125.612	580
125.637	488	125.663	579
125.688	488	125.713	578
125.739	488	125.764	577
125.789	488	125.815	575
125.840	487	125.866	574
125.890	487	125.916	572
125.942	486	125.967	571
125.992	486	126.017	570
126.043	485	126.069	570
126.093	485	126.119	570
126.144	484	126.170	570
126.195	484	126.220	571
126.246	484	126.271	571
126.296	484	126.322	572
126.347	484	126.373	574
126.397	484	126.423	575
126.448	484	126.474	576
126.499	485	126.524	578
126.550	486	126.575	579
126.601	486	126.626	580
126.651	486	126.677	582
126.702	486	126.727	582
126.753	486	126.778	582
126.804	488	126.828	582
126.854	487	126.880	582
126.905	488	126.930	581
126.955	488	126.981	580
127.007	488	127.031	579
127.057	488	127.082	578
127.108	487	127.133	576
127.158	488	127.184	577
127.209	487	127.234	574
127.259	487	127.285	573
127.311	486	127.335	572
127.361	486	127.386	572
127.412	485	127.437	571
127.462	485	127.488	571
127.513	485	127.538	571
127.564	485	127.589	571
127.615	484	127.639	572
127.665	484	127.691	573
127.716	485	127.741	574
127.766	485	127.792	575
127.818	485	127.842	576
127.868	485	127.893	577
127.919	486	127.944	578
127.969	486	127.995	579
128.020	486	128.045	580
128.070	487	128.096	581
128.122	487	128.146	581
128.172	487	128.197	581
128.223	488	128.248	580
128.273	488	128.299	581
128.324	488	128.349	579
128.375	488	128.400	579
128.426	488	128.450	578
128.476	488	128.502	577
128.527	488	128.552	576
128.577	487	128.603	575
128.629	487	128.653	574
128.679	486	128.704	573
128.730	486	128.755	573
128.780	486	128.806	572
128.831	485	128.856	572
128.882	485	128.907	572
128.933	485	128.957	572
