#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 11:06:45 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
115.956	483	115.981	597
116.006	483	116.032	599
116.058	484	116.082	600
116.108	485	116.133	598
116.159	486	116.184	598
116.209	486	116.235	595
116.260	487	116.285	592
116.311	487	116.336	588
116.362	487	116.386	583
116.412	487	116.438	578
116.463	487	116.488	573
116.513	487	116.539	569
116.565	487	116.589	565
116.615	486	116.640	562
116.666	485	116.691	560
116.716	484	116.742	558
116.767	483	116.792	558
116.817	482	116.843	559
116.869	481	116.893	561
116.919	481	116.944	563
116.970	480	116.995	566
117.020	480	117.046	571
117.071	479	117.096	575
117.122	479	117.147	580
117.173	481	117.197	584
117.223	481	117.249	588
117.274	482	117.299	592
117.324	483	117.350	596
117.376	483	117.400	598
117.426	484	117.451	598
117.477	485	117.502	598
117.527	486	117.553	597
117.578	487	117.603	595
117.629	487	117.654	593
117.680	488	117.704	589
117.730	488	117.755	585
117.781	488	117.806	580
117.831	488	117.857	576
117.882	488	117.907	572
117.933	487	117.958	567
117.984	486	118.008	564
118.034	485	118.060	561
118.085	484	118.110	560
118.135	483	118.161	559
118.187	482	118.211	560
118.237	481	118.262	561
118.288	480	118.313	563
118.338	479	118.364	566
118.389	479	118.415	570
118.440	479	118.465	573
118.491	479	118.516	578
118.541	479	118.566	582
118.592	480	118.618	586
118.642	482	118.668	590
118.693	482	118.719	592
118.744	483	118.769	595
118.795	484	118.820	597
118.845	485	118.871	598
118.896	486	118.922	596
118.946	488	118.972	595
118.998	488	119.023	592
119.048	488	119.073	589
119.099	488	119.125	586
119.149	489	119.175	582
119.200	488	119.226	578
119.251	487	119.276	574
119.302	487	119.327	569
119.352	486	119.377	566
119.403	485	119.429	563
119.453	484	119.479	562
119.504	483	119.530	561
119.555	482	119.580	560
119.606	481	119.631	561
119.656	480	119.682	563
119.707	479	119.733	565
119.757	479	119.783	569
119.809	478	119.834	572
119.859	479	119.884	576
119.910	478	119.936	580
119.960	479	119.986	584
120.011	480	120.037	587
120.062	481	120.087	591
120.113	482	120.138	593
120.163	484	120.189	595
120.214	485	120.240	595
120.264	486	120.290	596
120.315	487	120.341	594
120.366	488	120.391	593
120.417	489	120.442	590
120.467	489	120.493	587
120.518	489	120.544	583
120.568	490	120.594	579
120.620	489	120.645	575
120.670	489	120.695	572
120.721	487	120.747	568
120.771	486	120.797	566
120.822	484	120.848	564
120.873	483	120.898	563
120.924	482	120.949	562
120.974	481	121.000	562
121.025	480	121.051	564
121.075	479	121.101	566
121.126	478	121.152	568
121.177	479	121.202	571
121.228	478	121.253	575
121.278	478	121.304	579
121.329	479	121.355	582
121.379	480	121.405	585
121.431	481	121.456	588
121.481	482	121.506	591
121.532	484	121.558	593
121.582	485	121.608	594
121.633	486	121.659	594
121.684	486	121.709	593
121.735	489	121.760	592
121.785	489	121.811	590
121.836	489	121.862	587
121.886	489	121.912	584
121.937	490	121.963	581
121.988	489	122.013	578
122.039	488	122.064	574
122.089	487	122.115	571
122.140	486	122.166	568
122.190	485	122.216	567
122.242	484	122.267	565
122.292	482	122.317	563
122.343	481	122.369	564
122.393	480	122.419	564
122.444	479	122.470	566
122.495	479	122.520	568
122.546	478	122.571	570
122.596	478	122.622	574
122.647	478	122.673	577
122.697	478	122.723	580
122.749	480	122.774	583
122.799	481	122.824	587
122.850	482	122.875	588
122.900	483	122.926	591
122.951	484	122.977	592
123.001	485	123.027	593
123.053	487	123.078	592
123.103	487	123.128	591
123.154	488	123.180	590
123.204	489	123.230	588
